customer_unique_id,customer_city,customer_state,total_orders,total_spent,average_order_value,first_purchase,last_purchase,average_delivery_days,cancelled_orders,delay_percentage
0014a5a58da615f7b01a4f5e194bf5ea,"Sao Paulo",SP,1,99.82,99.82,"2018-01-18 20:49:36","2018-01-18 20:49:36",8.00,0,0.00
0015752e079902b12cd00b9b7596276b,"Sao Paulo",SP,1,74.82,74.82,"2018-08-02 18:23:51","2018-08-02 18:23:51",3.00,0,0.00
00172711b30d52eea8b313a7f2cced02,Jequie,BA,1,122.07,122.07,"2018-07-28 00:23:49","2018-07-28 00:23:49",10.00,0,0.00
00191a9719ef48ebb5860b130347bf33,Jarinu,SP,1,58.86,58.86,"2017-04-19 11:32:09","2017-04-19 11:32:09",15.00,0,0.00
001926cef41060fae572e2e7b30bd2a4,"Nova Canaa Do Norte",MT,1,91.21,91.21,"2017-08-17 12:55:47","2017-08-17 12:55:47",8.00,0,0.00
001928b561575b2821c92254a2327d06,"Sao Paulo",SP,1,164.81,164.81,"2018-08-24 21:17:00","2018-08-24 21:17:00",6.00,0,0.00
00196c4c9a3af7dd2ad10eade69c926f,Vinhedo,SP,1,37.58,37.58,"2018-07-28 09:29:12","2018-07-28 09:29:12",16.00,0,0.00
00196fdb2bf9edfc35e88ebfbcf8d781,Canoas,RS,1,27.00,27.00,"2018-02-22 19:06:44","2018-02-22 19:06:44",28.00,0,100.00
0019da6aa6bcb27cc32f1249bd12da05,Limeira,SP,1,87.71,87.71,"2018-02-11 00:55:30","2018-02-11 00:55:30",5.00,0,0.00
0019e8c501c85848ac0966d45226fa1d,Cuiaba,MT,1,197.27,197.27,"2018-05-01 09:25:32","2018-05-01 09:25:32",17.00,0,0.00
001a2bf0e46c684031af91fb2bce149d,"Sao Paulo",SP,1,36.73,36.73,"2017-06-29 22:43:49","2017-06-29 22:43:49",3.00,0,0.00
001a34eb30ecb8e3aacb07c475ca4dd1,"Sao Paulo",SP,1,161.71,161.71,"2018-07-11 19:49:54","2018-07-11 19:49:54",1.00,0,0.00
001a3a8e11d76c9a366c31a4aa2cc529,"Porto Alegre",RS,1,24.23,24.23,"2018-05-21 01:24:25","2018-05-21 01:24:25",17.00,0,0.00
001ae44fa04911a9e9577356dce6c63c,"Sao Caetano Do Sul",SP,0,NULL,NULL,NULL,NULL,NULL,0,NULL
001ae5a1788703d64536c30362503e49,"Volta Redonda",RJ,1,135.08,135.08,"2017-12-08 11:32:44","2017-12-08 11:32:44",31.00,0,0.00
001deb796b28a3a128d6113857569aa4,"Rio De Janeiro",RJ,1,63.33,63.33,"2018-06-22 16:07:29","2018-06-22 16:07:29",11.00,0,0.00
001f3c4211216384d5fe59b041ce1461,"Sao Paulo",SP,1,35.84,35.84,"2017-03-19 18:34:36","2017-03-19 18:34:36",10.00,0,0.00
002043098f10ba39a4600b6c52fbfe3c,Aracaju,SE,1,237.81,237.81,"2017-03-26 16:45:59","2017-03-26 16:45:59",23.00,0,0.00
002311514717ca8b65b09a26cdf7b91a,Guarulhos,SP,1,124.32,124.32,"2018-06-27 11:34:34","2018-06-27 11:34:34",1.00,0,0.00
0023557a94bef0038066b5d1b3dc763e,Potirendaba,SP,1,107.44,107.44,"2018-03-28 19:53:14","2018-03-28 19:53:14",21.00,0,0.00
002471155ecd08d208d1376720e2a907,Itajai,SC,1,92.18,92.18,"2018-08-08 20:36:30","2018-08-08 20:36:30",7.00,0,0.00
00256bf7b05c08f6a5849df3d0a64f1f,"Sao Paulo",SP,1,57.73,57.73,"2018-06-01 17:41:18","2018-06-01 17:41:18",9.00,0,0.00
0025795df7a7d077c4c90162fa820085,"Sao Paulo",SP,1,214.08,214.08,"2018-07-24 11:09:11","2018-07-24 11:09:11",3.00,0,0.00
0027324a96d26a2bc7d69262f83c8403,"Sao Jose Dos Campos",SP,1,46.78,46.78,"2018-03-25 11:51:37","2018-03-25 11:51:37",3.00,0,0.00
0028a7d8db7b0247652509358ad8d755,Valinhos,SP,1,354.87,177.44,"2017-12-13 15:49:39","2017-12-13 15:49:39",23.00,0,0.00
0028cfeb9dfcd3628a56d5b6400deef5,Serrana,SP,1,118.20,118.20,"2018-01-07 00:12:45","2018-01-07 00:12:45",9.00,0,0.00
00293787e2aec37a9c253b63fdfe2049,"Rio De Janeiro",RJ,1,257.87,257.87,"2017-10-27 14:25:35","2017-10-27 14:25:35",12.00,0,0.00
0029bd580d3012618731f5abb174a07f,"Sao Paulo",SP,0,NULL,NULL,NULL,NULL,NULL,0,NULL
002aba8c1af80acacef6e011f9f23262,Mangaratiba,RJ,1,217.74,217.74,"2018-02-27 12:47:48","2018-02-27 12:47:48",58.00,0,100.00
002ae492472e45ad6ebeb7a625409392,Brasilia,DF,1,218.66,218.66,"2017-10-08 23:56:02","2017-10-08 23:56:02",11.00,0,0.00
002b4cd83fabaffaa475f78ea5ef3e08,"Sao Sebastiao Do Paraiso",MG,1,64.42,64.42,"2017-02-01 13:53:16","2017-02-01 13:53:16",8.00,0,0.00
002bdeb33da5b1b3ce8b9c822f749c82,Palhoca,SC,1,38.09,38.09,"2017-12-05 19:04:42","2017-12-05 19:04:42",8.00,0,0.00
002cdf87d4c03f08f7eb4551a923affc,Hortolandia,SP,1,228.67,228.67,"2017-10-31 17:32:22","2017-10-31 17:32:22",30.00,0,100.00
002d3bd901608f67c3fc11eaaa842b13,"Santo Andre",SP,1,28.76,28.76,"2018-01-15 18:39:36","2018-01-15 18:39:36",6.00,0,0.00
002d71b244beb91ca7030b15ab526446,"Santa Cruz Do Rio Pardo",SP,1,130.56,130.56,"2017-05-22 22:24:51","2017-05-22 22:24:51",9.00,0,0.00
002da6dde369f6a8b4c999ed61eb5a87,"Sao Paulo",SP,1,52.38,52.38,"2018-04-12 11:03:44","2018-04-12 11:03:44",1.00,0,0.00
002eb8b96288f3804e21d2777ac29895,Betim,MG,1,137.99,137.99,"2017-07-22 13:24:06","2017-07-22 13:24:06",12.00,0,0.00
002ed12115742033f015cb3c269ccf68,"Santo Andre",SP,1,109.79,109.79,"2018-01-30 13:50:27","2018-01-30 13:50:27",2.00,0,0.00
002ef00822613c94613e60e03b169fef,Pitanga,PR,1,114.04,114.04,"2018-02-14 20:56:34","2018-02-14 20:56:34",8.00,0,0.00
002feefec5af0a3b26ee7839c66d205e,"Rio De Janeiro",RJ,1,77.57,77.57,"2017-10-29 12:19:51","2017-10-29 12:19:51",33.00,0,100.00
003035f5ec76f2220098377482de93c9,Divinopolis,MG,1,62.47,62.47,"2017-08-28 21:35:08","2017-08-28 21:35:08",6.00,0,0.00
003162bf0351f47a1a247992b8b9b42d,Serra,ES,1,536.60,536.60,"2018-07-14 15:45:27","2018-07-14 15:45:27",9.00,0,0.00
00324c9f4d710e7bac5c5ba679714430,"Paraiso Do Tocantins",TO,1,109.78,54.89,"2017-06-21 20:40:38","2017-06-21 20:40:38",12.00,0,0.00
0032c76b20340da25249092a268ce66c,Charqueada,SP,1,144.94,144.94,"2016-10-06 11:32:00","2016-10-06 11:32:00",26.00,0,0.00
0032ca69771a7758ce643258bb9e4ac7,"Sao Paulo",SP,1,62.45,62.45,"2018-07-16 15:32:50","2018-07-16 15:32:50",6.00,0,0.00
0033f4a2887e07e25aa1204d482f41ba,Salvador,BA,1,425.04,425.04,"2018-06-26 01:07:23","2018-06-26 01:07:23",10.00,0,0.00
00344274804f3b8003de1b0562ae01df,Afranio,PE,1,226.23,226.23,"2018-07-09 14:09:25","2018-07-09 14:09:25",14.00,0,0.00
0034c76b7e6a17d738375b99afc2f01e,Paraisopolis,MG,1,44.23,44.23,"2018-05-07 16:17:00","2018-05-07 16:17:00",8.00,0,0.00
0035029989e6fc5cf030918a5f9f2037,"Sao Paulo",SP,1,546.12,546.12,"2018-05-12 14:28:16","2018-05-12 14:28:16",5.00,0,0.00
003650b504826ea534e02eba0ab58dd5,"Sao Paulo",SP,1,21.77,21.77,"2018-01-17 12:03:01","2018-01-17 12:03:01",2.00,0,0.00
0036a074f98b80c4f1fc33dbbcf9c552,"Santa Rosa",RS,1,42.62,42.62,"2017-05-12 09:24:26","2017-05-12 09:24:26",14.00,0,0.00
0036b4a3d09ad551a5188c2e374da402,Maringa,PR,1,162.77,162.77,"2017-08-09 16:14:49","2017-08-09 16:14:49",6.00,0,0.00
0036d365b138cc0ee06bed755bcb5044,Pindobacu,BA,1,109.50,109.50,"2018-01-31 14:41:00","2018-01-31 14:41:00",19.00,0,0.00
00370dfde3d012c420d29657afc2fc8b,Candelaria,RS,1,237.00,237.00,"2018-01-29 12:54:38","2018-01-29 12:54:38",16.00,0,0.00
00377a18050b898b93e2c774be9947db,Cuiaba,MT,1,65.78,65.78,"2017-11-25 13:40:05","2017-11-25 13:40:05",45.00,0,100.00
0037aa56b017c105c3a9d47af71fff98,"Belo Horizonte",MG,1,443.73,443.73,"2018-01-26 16:52:56","2018-01-26 16:52:56",31.00,0,0.00
0037d2bbb9ebc39d9114aea27ee16d72,"Sao Paulo",SP,1,143.73,143.73,"2017-03-27 12:24:28","2017-03-27 12:24:28",8.00,0,0.00
0037eb1ff742ee2e71ba887f65f3c6f3,"Jaboatao Dos Guararapes",PE,1,228.79,228.79,"2017-07-13 09:00:21","2017-07-13 09:00:21",13.00,0,0.00
003800162424b7b5b3d75c9cf22a66e7,"Feira De Santana",BA,1,107.81,107.81,"2018-04-01 21:29:34","2018-04-01 21:29:34",4.00,0,0.00
00391594070baf8603f5fdc1d0c6a48c,Aracatuba,SP,1,119.32,119.32,"2018-08-05 20:33:28","2018-08-05 20:33:28",7.00,0,0.00
003a5571a07dcf09bf117d13d2980ba3,Salvador,BA,1,181.82,181.82,"2018-07-25 10:57:54","2018-07-25 10:57:54",13.00,0,0.00
003a7a8eb096ed3cbf713d2def1ca701,"Sao Domingos Do Maranhao",MA,1,157.46,157.46,"2018-08-14 14:23:59","2018-08-14 14:23:59",9.00,0,0.00
003ac9408252444b489b1bfc013f5f8c,Tapirai,SP,1,36.98,36.98,"2018-03-16 17:56:52","2018-03-16 17:56:52",7.00,0,0.00
003ae409f37c3c30cb1c974af3a42692,"Lagoa Santa",MG,1,216.32,216.32,"2018-08-15 11:37:45","2018-08-15 11:37:45",12.00,0,0.00
003c2067070f5b3d923235b1ea1cc17b,Aiuaba,CE,1,147.38,147.38,"2018-08-06 16:01:58","2018-08-06 16:01:58",10.00,0,0.00
003c457932a554e4df13834237b1ed00,Sorocaba,SP,1,142.51,142.51,"2018-01-05 10:23:18","2018-01-05 10:23:18",3.00,0,0.00
003d56767e53e08671de00da3fba8d40,Itajuba,MG,1,178.59,178.59,"2017-12-01 12:48:21","2017-12-01 12:48:21",21.00,0,0.00
003db7adfcdc49857b095a50191b6c9d,Suzano,SP,1,542.66,542.66,"2018-05-02 12:41:41","2018-05-02 12:41:41",5.00,0,0.00
003e28cb6fab8a0901bff9229612375f,Curitiba,PR,1,137.26,137.26,"2017-03-13 14:54:17","2017-03-13 14:54:17",3.00,0,0.00
003e2af81ea3c72fbdd093f07724a4de,"Sao Paulo",SP,1,63.74,63.74,"2018-04-16 20:59:52","2018-04-16 20:59:52",1.00,0,0.00
003f4901fdb60ae9c1e2538b84c208e1,Brasilia,DF,1,162.79,162.79,"2017-11-19 20:22:47","2017-11-19 20:22:47",16.00,0,0.00
003fb95e849e71e732629d94bb92762f,Bebedouro,SP,1,77.59,77.59,"2018-07-30 10:37:15","2018-07-30 10:37:15",5.00,0,0.00
003fee4ca17927283128c7ddc6f9311b,"Nova Friburgo",RJ,1,103.47,103.47,"2018-05-08 13:08:34","2018-05-08 13:08:34",30.00,0,100.00
004177f7bf62929186b32c7fdaa6157b,"Rio De Janeiro",RJ,1,433.98,433.98,"2017-10-19 16:07:11","2017-10-19 16:07:11",18.00,0,0.00
004256f082951ec189a4962b6788c214,"Sao Paulo",SP,1,259.15,259.15,"2018-03-23 11:37:58","2018-03-23 11:37:58",12.00,0,0.00
004288347e5e88a27ded2bb23747066c,"Nova Iguacu",RJ,2,354.37,177.19,"2017-07-27 14:13:03","2018-01-14 07:36:54",6.50,0,0.00
0042dcca0ae57aaec6e808edc31a2d48,Maceio,AL,1,85.04,85.04,"2017-12-02 12:02:34","2017-12-02 12:02:34",13.00,0,0.00
0042dfa8925d6eb23e471ec350454f04,Sumare,SP,1,62.91,62.91,"2018-07-25 18:33:29","2018-07-25 18:33:29",7.00,0,0.00
0043d65f8039b4a4d43bc7b0f450ac2c,"Belo Horizonte",MG,1,64.42,64.42,"2017-04-20 12:57:14","2017-04-20 12:57:14",8.00,0,0.00
00444f48f6c9b55657e49435ce3a97ca,Uberlandia,MG,1,52.38,52.38,"2017-06-09 16:15:38","2017-06-09 16:15:38",10.00,0,0.00
00446a03d7a34d191507c9e42870d0a5,"Sao Paulo",SP,1,128.95,128.95,"2017-03-06 20:08:47","2017-03-06 20:08:47",6.00,0,0.00
004493e0b0a37317d25665d340c0677d,"Rio De Janeiro",RJ,1,83.32,83.32,"2018-06-06 17:44:31","2018-06-06 17:44:31",6.00,0,0.00
0045e9ad4d6c85d2323a7ab374b76183,Barbacena,MG,1,24.13,24.13,"2018-06-19 23:13:23","2018-06-19 23:13:23",7.00,0,0.00
0046311f458d8041b00063cb99482903,"Sao Paulo",SP,1,112.33,112.33,"2017-08-01 19:24:31","2017-08-01 19:24:31",99.00,0,100.00
0047f3e16441284d757a8963344f6c59,"Lencois Paulista",SP,1,76.18,76.18,"2017-08-28 10:29:48","2017-08-28 10:29:48",9.00,0,0.00
0048706e497cfba0b689e1e3497bc99e,Jaboticabal,SP,1,82.65,82.65,"2018-08-15 16:54:26","2018-08-15 16:54:26",4.00,0,0.00
0048a779a98a7848514096ff04046079,Contagem,MG,1,41.04,41.04,"2018-08-08 12:22:24","2018-08-08 12:22:24",6.00,0,0.00
0049a16516d38fc2246696172a257f16,"Sao Paulo",SP,1,32.77,32.77,"2017-12-29 11:04:22","2017-12-29 11:04:22",7.00,0,0.00
0049dadc30da6a277c1e9d371df5a66f,Brasilia,DF,1,26.01,26.01,"2017-06-13 19:49:59","2017-06-13 19:49:59",21.00,0,0.00
0049db44bfd6cee26ac9c649329ff6ea,Piracicaba,SP,1,109.04,109.04,"2017-03-07 13:28:55","2017-03-07 13:28:55",13.00,0,0.00
0049ec2d7a5818d0e4b3f4735cec2458,Londrina,PR,1,44.18,44.18,"2018-07-19 08:17:29","2018-07-19 08:17:29",7.00,0,0.00
004a432489f6630c6dfd3fc4454603f5,Curitiba,PR,1,84.01,84.01,"2017-12-16 09:25:10","2017-12-16 09:25:10",11.00,0,0.00
004ad212c650c96c8a48f30855a7bcb8,Ataleia,MG,0,NULL,NULL,NULL,NULL,NULL,0,NULL
004b45ec5c64187465168251cd1c9c2f,Maceio,AL,1,49.85,49.85,"2018-05-26 19:42:48","2018-05-26 19:42:48",23.00,0,0.00
004b9b1634b7becda8eec4e96bced882,"Santo Andre",SP,1,158.74,158.74,"2018-08-05 12:32:31","2018-08-05 12:32:31",6.00,0,0.00
004d17fa2cb102a7c4817f040c884e59,"Sao Paulo",SP,1,39.78,39.78,"2018-02-13 07:17:20","2018-02-13 07:17:20",2.00,0,0.00
004df63539fd5e38d4b0a0506de7549c,Castanhal,PA,1,993.55,993.55,"2018-07-16 13:30:06","2018-07-16 13:30:06",10.00,0,0.00
004ed862ea4e55f18868d3d782d10879,"Sao Bernardo Do Campo",SP,1,109.29,109.29,"2017-08-06 20:34:10","2017-08-06 20:34:10",4.00,0,0.00
004f84d065096f3cedd26cf0adc80b9d,Campinas,SP,1,189.08,189.08,"2018-04-25 23:17:16","2018-04-25 23:17:16",14.00,0,0.00
00504b68faa074d0f40adcb4f7727f71,Mendes,RJ,1,198.70,198.70,"2018-08-11 23:17:37","2018-08-11 23:17:37",5.00,0,0.00
0050dcff37f8b9ff611d245e30572b46,Santiago,RS,1,68.22,68.22,"2018-05-02 08:44:43","2018-05-02 08:44:43",13.00,0,0.00
00522457bba00bba576a34fd9b4808fd,"Sao Paulo",SP,1,127.98,127.98,"2017-04-01 13:40:12","2017-04-01 13:40:12",9.00,0,0.00
005226be8d5b972d0f72b4e8a79f322b,"Rio De Janeiro",RJ,1,1600.51,1600.51,"2018-04-01 22:07:00","2018-04-01 22:07:00",5.00,0,0.00
00539155ce68fbe677934aebdb17e09b,"Sao Paulo",SP,1,58.25,58.25,"2018-04-29 09:34:52","2018-04-29 09:34:52",3.00,0,0.00
00543330561a9088f8b3879114a7b008,Esplanada,BA,1,73.96,73.96,"2017-11-24 15:02:09","2017-11-24 15:02:09",11.00,0,0.00
0055b522bc89cbfbf376d8b59a628470,Fortaleza,CE,1,364.75,364.75,"2017-03-03 15:48:57","2017-03-03 15:48:57",12.00,0,0.00
0055bbb9c95f6acb8db89d1f6c316407,Criciuma,SC,1,83.23,83.23,"2018-02-14 09:43:06","2018-02-14 09:43:06",19.00,0,0.00
0056c2dd794a5eede6164dcae635875a,Pirapora,MG,1,171.88,171.88,"2018-08-08 21:52:09","2018-08-08 21:52:09",8.00,0,0.00
0056f26cb8f20916c3baa0e39fc30709,Osasco,SP,1,109.23,109.23,"2018-03-31 10:38:18","2018-03-31 10:38:18",9.00,0,0.00
005754cb59f8ee5cdbb5cda9d138757e,Macae,RJ,1,258.38,258.38,"2018-07-21 11:39:34","2018-07-21 11:39:34",11.00,0,0.00
00575b2023dedcc0f3e81a938834689b,"Nossa Senhora Das Gracas",PR,1,32.38,32.38,"2017-11-04 20:24:52","2017-11-04 20:24:52",16.00,0,0.00
0057f64bff87f4698b4cbd338d62a2a8,"Sao Paulo",SP,1,82.86,82.86,"2018-08-21 10:47:37","2018-08-21 10:47:37",1.00,0,0.00
0058e7db269cc11558913b42beb115d0,Campinas,SP,1,78.88,78.88,"2018-05-18 13:51:15","2018-05-18 13:51:15",5.00,0,0.00
0058f300f57d7b93c477a131a59b36c3,Salvador,BA,1,96.02,48.01,"2018-03-22 18:09:41","2018-03-22 18:09:41",13.00,0,0.00
0059acd36094bf670ec8b21be6c0044c,"Cachoeira De Minas",MG,1,46.69,46.69,"2017-06-12 21:48:33","2017-06-12 21:48:33",9.00,0,0.00
005d8faa4cf789cf52fb880a8569880a,Brasilia,DF,1,89.25,89.25,"2018-05-11 09:36:15","2018-05-11 09:36:15",6.00,0,0.00
005e32bc930906dc6b65fb9d11cce3e2,"Picada Cafe",RS,1,49.60,49.60,"2017-09-03 21:48:38","2017-09-03 21:48:38",8.00,0,0.00
005ee3e015ec18092d7782e507cf68fe,"Rio Branco",AC,1,187.96,187.96,"2017-10-01 09:57:51","2017-10-01 09:57:51",16.00,0,0.00
005f060d4223956c62b64e9567a36f0f,Jundiai,SP,1,777.68,777.68,"2018-05-22 22:36:54","2018-05-22 22:36:54",14.00,0,0.00
005f4b46e70bbd3295a38e2fd28d6566,"Rio De Janeiro",RJ,1,63.90,63.90,"2017-11-02 14:26:59","2017-11-02 14:26:59",5.00,0,0.00
005f6fa02633470267dcd1e3ecd0fa79,Matao,SP,1,272.04,272.04,"2018-07-27 12:38:21","2018-07-27 12:38:21",5.00,0,0.00
005ff4ebe100db3eebbe6f7b19a8f99a,"Sao Paulo",SP,1,236.81,236.81,"2017-09-13 15:10:21","2017-09-13 15:10:21",12.00,0,0.00
006031108b00e5f73b2426a50b50f9c0,"Sao Paulo",SP,1,204.83,204.83,"2017-09-03 09:52:30","2017-09-03 09:52:30",5.00,0,0.00
00605a8897ed9ad73b5c93bebad2541a,"Campos Dos Goytacazes",RJ,1,31.13,31.13,"2018-03-25 20:19:03","2018-03-25 20:19:03",32.00,0,100.00
00626f29f9b57d3ef7c1739ff03e944e,Teresina,PI,1,154.53,154.53,"2018-04-11 11:42:25","2018-04-11 11:42:25",16.00,0,0.00
0062adafa3846d9f372d8f1bde591b24,"Sao Paulo",SP,1,149.87,149.87,"2018-02-24 20:43:42","2018-02-24 20:43:42",17.00,0,0.00
0063817060d662048ed08bccecaf45d5,Matupa,MT,1,71.38,71.38,"2018-01-12 09:26:20","2018-01-12 09:26:20",14.00,0,0.00
0064a1b5f5cddd047c987b988a90c8c1,Marilia,SP,1,269.20,269.20,"2018-03-02 08:33:32","2018-03-02 08:33:32",12.00,0,0.00
0064c96f536ac6250275482221834154,"Santana De Parnaiba",SP,1,65.33,65.33,"2018-06-20 22:51:17","2018-06-20 22:51:17",8.00,0,0.00
00651d97d964127ccfc0e2e55464876d,Campinas,SP,1,23.72,23.72,"2018-02-26 16:49:57","2018-02-26 16:49:57",4.00,0,0.00
0065f6fb341f013a95a8e11cdc98d07a,"Sao Paulo",SP,1,119.32,119.32,"2017-10-09 14:50:32","2017-10-09 14:50:32",10.00,0,0.00
0065f7795a38381973a373c8b4939679,"Porto Alegre",RS,1,31.22,31.22,"2018-07-07 20:53:52","2018-07-07 20:53:52",5.00,0,0.00
0066b328e72fd82fd7420bf849c0e8b4,Osasco,SP,1,94.35,94.35,"2017-09-04 14:01:22","2017-09-04 14:01:22",7.00,0,0.00
0067d2652c12515146721538868bbd80,Blumenau,SC,1,190.28,190.28,"2018-06-19 12:00:08","2018-06-19 12:00:08",13.00,0,0.00
0068bd2e9e76c018846dbc6e2bec5ac5,"Sao Paulo",SP,1,79.51,79.51,"2018-06-26 12:20:15","2018-06-26 12:20:15",7.00,0,0.00
006a8c1784d622ebe06bab57e72ee045,"Rio De Janeiro",RJ,1,66.64,66.64,"2017-11-25 16:36:13","2017-11-25 16:36:13",34.00,0,100.00
006ab6f5e82340e927757563a9fbe7e4,"Nova Iguacu",RJ,1,300.60,300.60,"2017-12-02 11:18:55","2017-12-02 11:18:55",52.00,0,100.00
006b297ed73773b17d8874a2eb4466e8,"Lauro De Freitas",BA,1,108.46,108.46,"2018-04-09 15:49:31","2018-04-09 15:49:31",10.00,0,0.00
006bbb235068a01d2e3e47fa09ccf53c,Brasilia,DF,1,34.00,34.00,"2018-02-15 19:02:19","2018-02-15 19:02:19",20.00,0,0.00
006c10bfead12ac8d90486fb4ce4e603,"Sao Bernardo Do Campo",SP,1,77.22,77.22,"2018-06-14 23:41:56","2018-06-14 23:41:56",3.00,0,0.00
006d763076d74d16d66e828e79ec1544,"Montes Claros",MG,1,99.32,99.32,"2017-08-05 10:22:53","2017-08-05 10:22:53",9.00,0,0.00
006e937bd5a5e32043018a6d1521b5d5,Salvador,BA,1,199.79,199.79,"2017-12-10 20:02:21","2017-12-10 20:02:21",3.00,0,0.00
006ec5b170182812131c7d9b219c036f,Divinopolis,MG,1,61.77,61.77,"2017-10-16 12:55:19","2017-10-16 12:55:19",4.00,0,0.00
006f2f20cf0cd723624b99d0e8e40d0c,Curitiba,PR,1,46.10,46.10,"2018-02-10 20:45:36","2018-02-10 20:45:36",12.00,0,0.00
